name,category,level,damage,autoAttack,delay,isUnique,isTradeable,Strength,Vitality,CriticalHit,Determination,Tenacity,SkillSpeed,DirectHitRate,Dexterity,Intelligence,SpellSpeed,Mind,Piety
Pine Composite Bow,Archer's Arm,273,76.0,77.01,3.04,0,1,0.0,189.0,0.0,85.0,0.0,0.0,126.0,168.0,0.0,0.0,0.0,0.0
Ruby Tide Longbow,Archer's Arm,270,84.0,85.12,3.04,1,0,0.0,204.0,0.0,0.0,0.0,97.0,139.0,182.0,0.0,0.0,0.0,0.0
Larch Composite Bow,Archer's Arm,265,75.0,82.0,3.28,0,1,0.0,176.0,0.0,117.0,0.0,0.0,85.0,158.0,0.0,0.0,0.0,0.0
Ghost Barque Composite Bow,Archer's Arm,260,83.0,79.68,2.88,1,0,0.0,188.0,0.0,0.0,0.0,93.0,133.0,169.0,0.0,0.0,0.0,0.0
Coven Longbow,Archer's Arm,280,87.0,88.16,3.04,0,0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0
Terpander Lux,Archer's Arm,275,85.0,86.13,3.04,1,0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0
Alexandrian Metal Bow,Archer's Arm,275,85.0,86.13,3.04,1,0,0.0,213.0,0.0,95.0,0.0,142.0,0.0,189.0,0.0,0.0,0.0,0.0
Terpander,Archer's Arm,270,84.0,85.12,3.04,1,0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0
Augmented Shire Longbow,Archer's Arm,270,84.0,85.12,3.04,1,0,0.0,204.0,139.0,93.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0
Zurvanite Bow,Archer's Arm,265,83.0,84.1,3.04,1,0,0.0,196.0,95.0,0.0,0.0,136.0,0.0,175.0,0.0,0.0,0.0,0.0
Sharpened Bow of the Autarch,Archer's Arm,260,83.0,84.1,3.04,1,0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0
Shire Longbow,Archer's Arm,260,83.0,84.1,3.04,1,0,0.0,188.0,133.0,88.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0
Sophic Bow,Archer's Arm,255,82.0,83.09,3.04,1,0,0.0,179.0,0.0,124.0,0.0,91.0,0.0,162.0,0.0,0.0,0.0,0.0
Kinna Longbow,Archer's Arm,255,82.0,83.09,3.04,1,0,0.0,179.0,91.0,0.0,0.0,129.0,0.0,162.0,0.0,0.0,0.0,0.0
Beech Composite Bow,Archer's Arm,255,74.0,74.98,3.04,0,1,0.0,161.0,0.0,112.0,0.0,0.0,81.0,146.0,0.0,0.0,0.0,0.0
Teak Composite Bow,Archer's Arm,250,73.0,73.97,3.04,0,1,0.0,154.0,114.0,0.0,0.0,80.0,0.0,139.0,0.0,0.0,0.0,0.0
Edenmorn Pistol,Machinist's Arm,535,134.0,117.92,2.64,1,0,0.0,836.0,531.0,0.0,0.0,0.0,372.0,725.0,0.0,0.0,0.0,0.0
Augmented Cryptlurker's Pistol,Machinist's Arm,530,133.0,117.04,2.64,1,0,0.0,830.0,0.0,368.0,0.0,0.0,526.0,723.0,0.0,0.0,0.0,0.0
Diamond Zeta Pistol,Machinist's Arm,525,132.0,116.16,2.64,1,0,0.0,804.0,365.0,521.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0
Cryptlurker's Pistol,Machinist's Arm,520,131.0,115.28,2.64,1,0,0.0,778.0,0.0,361.0,0.0,0.0,515.0,686.0,0.0,0.0,0.0,0.0
Augmented Exarchic Handgonne,Machinist's Arm,520,118.0,103.84,2.64,0,0,0.0,700.0,464.0,325.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0
Augmented Law's Order Revolver,Machinist's Arm,515,130.0,114.4,2.64,1,0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0
Emerald Pistol,Machinist's Arm,515,130.0,114.4,2.64,1,0,0.0,754.0,510.0,0.0,0.0,0.0,357.0,668.0,0.0,0.0,0.0,0.0
Law's Order Revolver,Machinist's Arm,510,129.0,113.52,2.64,1,0,0.0,730.0,353.0,504.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0
Exarchic Handgonne,Machinist's Arm,510,116.0,102.08,2.64,0,1,0.0,657.0,454.0,318.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0
Edenchoir Arquebus,Machinist's Arm,505,128.0,112.64,2.64,1,0,0.0,707.0,498.0,0.0,0.0,0.0,349.0,634.0,0.0,0.0,0.0,0.0
Lawman Recollection,Machinist's Arm,500,127.0,111.76,2.64,1,0,0.0,685.0,344.0,492.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0
Augmented Lawman,Machinist's Arm,500,127.0,111.76,2.64,1,0,0.0,685.0,344.0,492.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0
Augmented Crystarium Culverin,Machinist's Arm,500,127.0,111.76,2.64,1,0,0.0,685.0,0.0,344.0,0.0,0.0,492.0,617.0,0.0,0.0,0.0,0.0
Gun of Light,Machinist's Arm,495,126.0,110.88,2.64,1,0,0.0,664.0,0.0,487.0,0.0,0.0,341.0,602.0,0.0,0.0,0.0,0.0
Crystarium Culverin,Machinist's Arm,490,125.0,110.0,2.64,1,0,0.0,643.0,0.0,337.0,0.0,0.0,482.0,587.0,0.0,0.0,0.0,0.0
Augmented Neo-Ishgardian Revolver,Machinist's Arm,490,112.0,98.56,2.64,0,0,0.0,579.0,434.0,303.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0
Lawman,Machinist's Arm,485,124.0,109.12,2.64,1,0,0.0,623.0,334.0,477.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0
Ruby Knifelock,Machinist's Arm,485,124.0,109.12,2.64,1,0,0.0,623.0,477.0,0.0,0.0,0.0,334.0,573.0,0.0,0.0,0.0,0.0
Neo-Ishgardian Revolver,Machinist's Arm,480,111.0,97.68,2.64,0,1,0.0,543.0,425.0,297.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0
Edengrace Revolver,Machinist's Arm,475,122.0,107.36,2.64,1,0,0.0,585.0,327.0,0.0,0.0,0.0,467.0,544.0,0.0,0.0,0.0,0.0
Ultimate Armageddon,Machinist's Arm,475,122.0,107.36,2.64,1,0,0.0,585.0,327.0,0.0,0.0,0.0,467.0,544.0,0.0,0.0,0.0,0.0
Augmented Deepshadow Pistol,Machinist's Arm,470,121.0,106.48,2.64,1,0,0.0,566.0,462.0,323.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0
Ekplexis,Machinist's Arm,465,120.0,105.6,2.64,1,0,0.0,548.0,0.0,319.0,0.0,0.0,455.0,516.0,0.0,0.0,0.0,0.0
Deepshadow Pistol,Machinist's Arm,460,119.0,104.72,2.64,1,0,0.0,529.0,448.0,314.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0
Augmented Murderer,Machinist's Arm,460,107.0,94.16,2.64,0,0,0.0,476.0,0.0,403.0,0.0,0.0,282.0,452.0,0.0,0.0,0.0,0.0
The King's Handgonne,Machinist's Arm,450,117.0,102.96,2.64,1,0,0.0,494.0,434.0,0.0,0.0,0.0,304.0,476.0,0.0,0.0,0.0,0.0
Murderer,Machinist's Arm,450,105.0,92.4,2.64,0,1,0.0,445.0,0.0,391.0,0.0,0.0,273.0,428.0,0.0,0.0,0.0,0.0
Ronkan Pistol,Machinist's Arm,440,115.0,101.2,2.64,1,0,0.0,462.0,294.0,0.0,0.0,0.0,420.0,451.0,0.0,0.0,0.0,0.0
Weathered Fomalhaut,Machinist's Arm,430,114.0,100.32,2.64,1,0,0.0,459.0,413.0,289.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0
Augmented Ekplexis,Machinist's Arm,430,103.0,90.64,2.64,0,1,0.0,413.0,0.0,260.0,0.0,0.0,372.0,393.0,0.0,0.0,0.0,0.0
Revolver of the Forgiven,Machinist's Arm,418,112.0,98.56,2.64,1,0,0.0,457.0,0.0,399.0,0.0,0.0,280.0,421.0,0.0,0.0,0.0,0.0
Dwarven Mythril Pistol,Machinist's Arm,415,100.0,88.0,2.64,0,1,0.0,411.0,350.0,245.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0
Nabaath Rimfire,Machinist's Arm,412,111.0,97.68,2.64,1,0,0.0,456.0,0.0,266.0,0.0,379.0,0.0,413.0,0.0,0.0,0.0,0.0
Titanbronze Musketoon,Machinist's Arm,409,99.0,87.12,2.64,0,1,0.0,410.0,233.0,333.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0
Ravel Keeper's Handgonne,Machinist's Arm,406,110.0,96.8,2.64,1,0,0.0,455.0,0.0,252.0,0.0,0.0,360.0,405.0,0.0,0.0,0.0,0.0
Bluespirit Handgonne,Machinist's Arm,403,97.0,85.36,2.64,0,1,0.0,408.0,223.0,318.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0
Fae Pistol,Machinist's Arm,400,108.0,95.04,2.64,1,0,0.0,451.0,0.0,0.0,0.0,245.0,350.0,399.0,0.0,0.0,0.0,0.0
Deepgold Arquebus,Machinist's Arm,395,96.0,84.48,2.64,0,1,0.0,395.0,216.0,309.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0
Lakeland Culverin,Machinist's Arm,390,107.0,94.16,2.64,1,0,0.0,426.0,337.0,236.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0
Mollfrith Physeos,Machinist's Arm,405,109.0,95.92,2.64,1,0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0
Mollfrith Eureka,Machinist's Arm,405,109.0,95.92,2.64,1,0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0
Omegafire,Machinist's Arm,405,109.0,95.92,2.64,1,0,0.0,455.0,0.0,0.0,0.0,249.0,356.0,403.0,0.0,0.0,0.0,0.0
Mollfrith,Machinist's Arm,400,108.0,95.04,2.64,1,0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0
Augmented Scaevan Magitek Blunderbuss,Machinist's Arm,400,108.0,95.04,2.64,1,0,0.0,451.0,0.0,350.0,0.0,0.0,245.0,399.0,0.0,0.0,0.0,0.0
Hydatos Handgonne +1,Machinist's Arm,395,107.0,94.16,2.64,1,0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0
Seiryu's Revolver,Machinist's Arm,395,107.0,94.16,2.64,1,0,0.0,438.0,343.0,0.0,0.0,0.0,240.0,390.0,0.0,0.0,0.0,0.0
Hydatos Handgonne,Machinist's Arm,390,107.0,94.16,2.64,1,0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0
Scaevan Magitek Blunderbuss,Machinist's Arm,390,107.0,94.16,2.64,1,0,0.0,426.0,0.0,337.0,0.0,0.0,236.0,381.0,0.0,0.0,0.0,0.0
Yama Revolver,Machinist's Arm,390,96.0,84.48,2.64,0,0,0.0,384.0,303.0,212.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0
Pyros Handgonne,Machinist's Arm,385,106.0,93.28,2.64,1,0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0
Suzaku's Revolver,Machinist's Arm,385,106.0,93.28,2.64,1,0,0.0,414.0,0.0,231.0,0.0,330.0,0.0,372.0,0.0,0.0,0.0,0.0
Deepgold Revolver,Machinist's Arm,385,95.0,83.6,2.64,0,1,0.0,373.0,0.0,0.0,0.0,208.0,297.0,335.0,0.0,0.0,0.0,0.0
Elemental Handgonne +2,Machinist's Arm,380,105.0,92.4,2.64,1,0,0.0,402.0,227.0,0.0,0.0,0.0,324.0,363.0,0.0,0.0,0.0,0.0
Rakshasa Revolver,Machinist's Arm,380,95.0,83.6,2.64,0,1,0.0,362.0,292.0,204.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0
Elemental Handgonne +1,Machinist's Arm,375,105.0,92.4,2.64,1,0,0.0,391.0,223.0,0.0,0.0,0.0,318.0,355.0,0.0,0.0,0.0,0.0
Diamond Musketoon,Machinist's Arm,375,105.0,92.4,2.64,1,0,0.0,391.0,0.0,223.0,0.0,0.0,318.0,355.0,0.0,0.0,0.0,0.0
Ferdinand Ultima,Machinist's Arm,375,105.0,92.4,2.64,1,0,0.0,391.0,0.0,223.0,0.0,0.0,318.0,355.0,0.0,0.0,0.0,0.0
Elemental Handgonne,Machinist's Arm,370,104.0,91.52,2.64,1,0,0.0,380.0,218.0,0.0,0.0,0.0,311.0,347.0,0.0,0.0,0.0,0.0
Ikkansai Kai,Machinist's Arm,370,104.0,91.52,2.64,1,0,0.0,380.0,218.0,0.0,0.0,311.0,0.0,347.0,0.0,0.0,0.0,0.0
Outsider Pagos +1,Machinist's Arm,365,103.0,90.64,2.64,1,0,0.0,369.0,213.0,0.0,0.0,0.0,305.0,339.0,0.0,0.0,0.0,0.0
Tsukuyomi's Revolver,Machinist's Arm,365,103.0,90.64,2.64,1,0,0.0,369.0,213.0,305.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0
Empyrean Revolver,Machinist's Arm,365,103.0,90.64,2.64,1,0,0.0,369.0,0.0,213.0,0.0,0.0,305.0,339.0,0.0,0.0,0.0,0.0
Outsider Pagos,Machinist's Arm,360,102.0,89.76,2.64,1,0,0.0,358.0,209.0,0.0,0.0,0.0,298.0,330.0,0.0,0.0,0.0,0.0
Ikkansai,Machinist's Arm,360,102.0,89.76,2.64,1,0,0.0,358.0,209.0,0.0,0.0,298.0,0.0,330.0,0.0,0.0,0.0,0.0
Augmented Nightsteel Blunderbuss,Machinist's Arm,360,92.0,85.86,2.8,0,0,0.0,322.0,269.0,0.0,0.0,0.0,188.0,297.0,0.0,0.0,0.0,0.0
Outsider Anemos,Machinist's Arm,355,101.0,88.88,2.64,1,0,0.0,348.0,204.0,0.0,0.0,0.0,292.0,323.0,0.0,0.0,0.0,0.0
Byakko's Revolver,Machinist's Arm,355,101.0,88.88,2.64,1,0,0.0,348.0,0.0,292.0,0.0,0.0,204.0,323.0,0.0,0.0,0.0,0.0
Nightsteel Blunderbuss,Machinist's Arm,350,91.0,84.93,2.8,0,1,0.0,304.0,257.0,0.0,0.0,0.0,180.0,284.0,0.0,0.0,0.0,0.0
Outsider +2,Machinist's Arm,345,100.0,88.0,2.64,1,0,0.0,328.0,196.0,0.0,0.0,0.0,280.0,308.0,0.0,0.0,0.0,0.0
Genji Arquebus,Machinist's Arm,345,100.0,88.0,2.64,1,0,0.0,328.0,0.0,280.0,0.0,0.0,196.0,308.0,0.0,0.0,0.0,0.0
Ultimate Dreadwyrm Handgonne,Machinist's Arm,345,100.0,88.0,2.64,1,0,0.0,328.0,0.0,280.0,0.0,0.0,196.0,308.0,0.0,0.0,0.0,0.0
Outsider +1,Machinist's Arm,340,99.0,87.12,2.64,1,0,0.0,319.0,191.0,0.0,0.0,0.0,273.0,301.0,0.0,0.0,0.0,0.0
Augmented Lost Allagan Pistol,Machinist's Arm,340,99.0,87.12,2.64,1,0,0.0,319.0,273.0,191.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0
Outsider,Machinist's Arm,335,98.0,86.24,2.64,1,0,0.0,308.0,189.0,0.0,0.0,0.0,270.0,293.0,0.0,0.0,0.0,0.0
Shinryu's Revolver,Machinist's Arm,335,98.0,86.24,2.64,1,0,0.0,308.0,0.0,270.0,0.0,189.0,0.0,293.0,0.0,0.0,0.0,0.0
Lost Allagan Pistol,Machinist's Arm,330,98.0,86.24,2.64,1,0,0.0,299.0,268.0,188.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0
Susano's Revolver,Machinist's Arm,320,97.0,85.36,2.64,1,0,0.0,280.0,0.0,184.0,0.0,0.0,263.0,268.0,0.0,0.0,0.0,0.0
Chromite Arquebus,Machinist's Arm,320,87.0,76.56,2.64,0,1,0.0,252.0,236.0,0.0,0.0,165.0,0.0,241.0,0.0,0.0,0.0,0.0
Ala Mhigan Musketoon,Machinist's Arm,310,96.0,84.48,2.64,1,0,0.0,263.0,258.0,0.0,0.0,0.0,181.0,253.0,0.0,0.0,0.0,0.0
Musketoon of the Crimson Lotus,Machinist's Arm,300,95.0,83.6,2.64,1,0,0.0,243.0,251.0,0.0,0.0,0.0,175.0,237.0,0.0,0.0,0.0,0.0
Antiquated Outsider,Machinist's Arm,290,93.0,81.84,2.64,1,0,0.0,225.0,242.0,169.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0
Shinryu's Ephemeral Revolver,Machinist's Arm,290,84.0,73.92,2.64,0,1,0.0,202.0,0.0,218.0,0.0,152.0,0.0,200.0,0.0,0.0,0.0,0.0
Tsukuyomi's Moonlit Revolver,Machinist's Arm,290,84.0,73.92,2.64,0,1,0.0,203.0,152.0,218.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0
Suzaku's Flame-kissed Revolver,Machinist's Arm,290,84.0,73.92,2.64,0,1,0.0,203.0,0.0,152.0,0.0,218.0,0.0,200.0,0.0,0.0,0.0,0.0
Seiryu's Sanctified Revolver,Machinist's Arm,290,84.0,73.92,2.64,0,1,0.0,203.0,218.0,0.0,0.0,0.0,152.0,200.0,0.0,0.0,0.0,0.0
Byakko's Enspirited Revolver,Machinist's Arm,290,84.0,73.92,2.64,0,1,0.0,203.0,0.0,218.0,0.0,0.0,152.0,200.0,0.0,0.0,0.0,0.0
Magnatus,Machinist's Arm,288,92.0,80.96,2.64,1,0,0.0,221.0,0.0,0.0,0.0,222.0,155.0,217.0,0.0,0.0,0.0,0.0
Molybdenum Rimfire,Machinist's Arm,285,81.0,71.28,2.64,0,1,0.0,196.0,183.0,0.0,0.0,0.0,128.0,190.0,0.0,0.0,0.0,0.0
Kunitomo Shin,Machinist's Arm,282,89.0,78.32,2.64,1,0,0.0,216.0,186.0,0.0,0.0,0.0,130.0,206.0,0.0,0.0,0.0,0.0
Doman Steel-barreled Musketoon,Machinist's Arm,279,78.0,68.64,2.64,0,1,0.0,193.0,153.0,107.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0
The Coming Storm,Machinist's Arm,276,86.0,75.68,2.64,1,0,0.0,213.0,109.0,154.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0
Doman Iron Culverin,Machinist's Arm,273,76.0,66.88,2.64,0,1,0.0,189.0,126.0,0.0,0.0,0.0,88.0,168.0,0.0,0.0,0.0,0.0
Ruby Tide Musketoon,Machinist's Arm,270,84.0,73.92,2.64,1,0,0.0,204.0,139.0,0.0,0.0,0.0,97.0,182.0,0.0,0.0,0.0,0.0
High Steel-barreled Snaphance,Machinist's Arm,265,75.0,70.0,2.8,0,1,0.0,176.0,0.0,82.0,0.0,122.0,0.0,158.0,0.0,0.0,0.0,0.0
Ghost Barque Revolver,Machinist's Arm,260,83.0,73.04,2.64,1,0,0.0,188.0,93.0,126.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0
Coven Musketoon,Machinist's Arm,280,87.0,71.92,2.48,0,0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0
Deathlocke Lux,Machinist's Arm,275,85.0,70.26,2.48,1,0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0
Alexandrian Metal Cannon,Machinist's Arm,275,85.0,74.8,2.64,1,0,0.0,213.0,142.0,95.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0
Deathlocke,Machinist's Arm,270,84.0,69.44,2.48,1,0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0
Augmented Shire Musketoon,Machinist's Arm,270,84.0,73.92,2.64,1,0,0.0,204.0,0.0,93.0,0.0,139.0,0.0,182.0,0.0,0.0,0.0,0.0
Zurvanite Fire,Machinist's Arm,265,83.0,73.04,2.64,1,0,0.0,196.0,95.0,130.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0
Sharpened Flame of the Dynast,Machinist's Arm,260,83.0,68.61,2.48,1,0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0
Shire Musketoon,Machinist's Arm,260,83.0,73.04,2.64,1,0,0.0,188.0,0.0,88.0,0.0,133.0,0.0,169.0,0.0,0.0,0.0,0.0
Sophic Fire,Machinist's Arm,255,82.0,72.16,2.64,1,0,0.0,179.0,129.0,0.0,0.0,91.0,0.0,162.0,0.0,0.0,0.0,0.0
Kinna Musketoon,Machinist's Arm,255,82.0,72.16,2.64,1,0,0.0,179.0,91.0,124.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0
High Steel Culverin,Machinist's Arm,255,74.0,65.12,2.64,0,1,0.0,161.0,116.0,0.0,0.0,0.0,81.0,146.0,0.0,0.0,0.0,0.0
Heavy Metal Culverin,Machinist's Arm,250,73.0,64.24,2.64,0,1,0.0,154.0,0.0,109.0,0.0,80.0,0.0,139.0,0.0,0.0,0.0,0.0
Edenmorn Chakrams,Dancer's Arm,535,134.0,139.36,3.12,1,0,0.0,836.0,531.0,0.0,0.0,0.0,372.0,725.0,0.0,0.0,0.0,0.0
Augmented Cryptlurker's War Quoits,Dancer's Arm,530,133.0,138.32,3.12,1,0,0.0,830.0,0.0,526.0,0.0,0.0,368.0,723.0,0.0,0.0,0.0,0.0
Diamond Zeta Chakrams,Dancer's Arm,525,132.0,137.28,3.12,1,0,0.0,804.0,521.0,365.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0
Cryptlurker's War Quoits,Dancer's Arm,520,131.0,136.24,3.12,1,0,0.0,778.0,0.0,515.0,0.0,0.0,361.0,686.0,0.0,0.0,0.0,0.0
Augmented Exarchic Glaives,Dancer's Arm,520,118.0,122.72,3.12,0,0,0.0,700.0,325.0,0.0,0.0,0.0,464.0,617.0,0.0,0.0,0.0,0.0
Augmented Law's Order Chakrams,Dancer's Arm,515,130.0,135.2,3.12,1,0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0
Emerald Chakrams,Dancer's Arm,515,130.0,135.2,3.12,1,0,0.0,754.0,510.0,0.0,0.0,0.0,357.0,668.0,0.0,0.0,0.0,0.0
Law's Order Chakrams,Dancer's Arm,510,129.0,134.16,3.12,1,0,0.0,730.0,504.0,353.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0
Exarchic Glaives,Dancer's Arm,510,116.0,120.64,3.12,0,1,0.0,657.0,318.0,0.0,0.0,0.0,454.0,586.0,0.0,0.0,0.0,0.0
Edenchoir Chakrams,Dancer's Arm,505,128.0,133.12,3.12,1,0,0.0,707.0,498.0,0.0,0.0,0.0,349.0,634.0,0.0,0.0,0.0,0.0
Enchufla Recollection,Dancer's Arm,500,127.0,132.08,3.12,1,0,0.0,685.0,344.0,492.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0
Augmented Enchufla,Dancer's Arm,500,127.0,132.08,3.12,1,0,0.0,685.0,344.0,492.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0
Augmented Crystarium War Quoits,Dancer's Arm,500,127.0,132.08,3.12,1,0,0.0,685.0,0.0,344.0,0.0,0.0,492.0,617.0,0.0,0.0,0.0,0.0
Chakrams of Light,Dancer's Arm,495,126.0,131.04,3.12,1,0,0.0,664.0,487.0,341.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0
Crystarium War Quoits,Dancer's Arm,490,125.0,130.0,3.12,1,0,0.0,643.0,0.0,337.0,0.0,0.0,482.0,587.0,0.0,0.0,0.0,0.0
Augmented Neo-Ishgardian Chakrams,Dancer's Arm,490,112.0,116.48,3.12,0,0,0.0,579.0,434.0,303.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0
Enchufla,Dancer's Arm,485,124.0,128.96,3.12,1,0,0.0,623.0,334.0,477.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0
Ruby Chakrams,Dancer's Arm,485,124.0,128.96,3.12,1,0,0.0,623.0,477.0,0.0,0.0,0.0,334.0,573.0,0.0,0.0,0.0,0.0
Neo-Ishgardian Chakrams,Dancer's Arm,480,111.0,115.44,3.12,0,1,0.0,543.0,425.0,297.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0
Edengrace Tathlums,Dancer's Arm,475,122.0,126.88,3.12,1,0,0.0,585.0,327.0,0.0,0.0,0.0,467.0,544.0,0.0,0.0,0.0,0.0
Ultimate Twashtar,Dancer's Arm,475,122.0,126.88,3.12,1,0,0.0,585.0,327.0,0.0,0.0,0.0,467.0,544.0,0.0,0.0,0.0,0.0
Augmented Deepshadow Glaives,Dancer's Arm,470,121.0,125.84,3.12,1,0,0.0,566.0,0.0,462.0,0.0,0.0,323.0,530.0,0.0,0.0,0.0,0.0
Zelotupia,Dancer's Arm,465,120.0,124.8,3.12,1,0,0.0,548.0,455.0,0.0,0.0,0.0,319.0,516.0,0.0,0.0,0.0,0.0
Deepshadow Glaives,Dancer's Arm,460,119.0,123.76,3.12,1,0,0.0,529.0,0.0,448.0,0.0,0.0,314.0,502.0,0.0,0.0,0.0,0.0
Augmented Barathrum,Dancer's Arm,460,107.0,111.28,3.12,0,0,0.0,476.0,403.0,0.0,0.0,282.0,0.0,452.0,0.0,0.0,0.0,0.0
The King's Tathlums,Dancer's Arm,450,117.0,121.68,3.12,1,0,0.0,494.0,434.0,0.0,0.0,0.0,304.0,476.0,0.0,0.0,0.0,0.0
Barathrum,Dancer's Arm,450,105.0,109.2,3.12,0,1,0.0,445.0,391.0,0.0,0.0,273.0,0.0,428.0,0.0,0.0,0.0,0.0
Ronkan Tathlums,Dancer's Arm,440,115.0,119.6,3.12,1,0,0.0,462.0,0.0,294.0,0.0,0.0,420.0,451.0,0.0,0.0,0.0,0.0
Weathered Krishna,Dancer's Arm,430,114.0,118.56,3.12,1,0,0.0,459.0,413.0,0.0,0.0,0.0,289.0,437.0,0.0,0.0,0.0,0.0
Augmented Zelotupia,Dancer's Arm,430,103.0,107.12,3.12,0,1,0.0,413.0,372.0,0.0,0.0,0.0,260.0,393.0,0.0,0.0,0.0,0.0
Chakrams of the Forgiven,Dancer's Arm,418,112.0,116.48,3.12,1,0,0.0,457.0,280.0,0.0,0.0,399.0,0.0,421.0,0.0,0.0,0.0,0.0
Dwarven Mythril Glaives,Dancer's Arm,415,100.0,104.0,3.12,0,1,0.0,411.0,0.0,350.0,0.0,0.0,245.0,375.0,0.0,0.0,0.0,0.0
Nabaath Chakrams,Dancer's Arm,412,111.0,115.44,3.12,1,0,0.0,456.0,0.0,0.0,0.0,266.0,379.0,413.0,0.0,0.0,0.0,0.0
Titanbronze Chakrams,Dancer's Arm,409,99.0,102.96,3.12,0,1,0.0,410.0,333.0,233.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0
Ravel Keeper's Tathlums,Dancer's Arm,406,110.0,114.4,3.12,1,0,0.0,455.0,0.0,252.0,0.0,0.0,360.0,405.0,0.0,0.0,0.0,0.0
Bluespirit Glaives,Dancer's Arm,403,97.0,100.88,3.12,0,1,0.0,408.0,318.0,0.0,0.0,0.0,223.0,362.0,0.0,0.0,0.0,0.0
Fae Tathlums,Dancer's Arm,400,108.0,112.32,3.12,1,0,0.0,451.0,0.0,245.0,0.0,0.0,350.0,399.0,0.0,0.0,0.0,0.0
Deepgold Chakrams,Dancer's Arm,395,96.0,99.84,3.12,0,1,0.0,395.0,216.0,309.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0
